MCA_ch Residual MCA_ch_error Residual_error
1124.8244698971441 0.15559437343605964 3.3811332979611515 0.106394490162566
1444.4941351212037 -0.07349489637493889 3.0865139231094982 0.03506306213534932
2049.47826358637 -0.05755579795612675 3.2785072011705076 0.10522000308691357
3535.4121654876235 -0.03637396201111187 3.927101650747826 0.02884885824880872
5218.652498621338 0.025740926765820404 4.364917062484984 0.03443745438092608
6794.694759775539 0.004160877232834537 5.032595067834383 0.03272034074106702
8861.139627111961 -0.026998801035233555 5.217855323388941 0.04051479177159386
10703.925355557807 0.0618709635768937 5.739306068582165 0.049649397484079774
13371.291316760433 -0.0649548755664 5.7275732025691335 0.11866985754446546
15861.694141239386 0.06294707318375004 6.71575168432926 0.07966780649996175
